p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.32E-60,0.831163907,1,0.995,4.75E-56,0,RPS18
2.42E-59,0.88407472,0.987,0.967,8.74E-55,0,RPS28
2.52E-57,0.97390374,0.958,0.675,9.11E-53,0,MT-CO1
7.23E-57,0.858539641,0.994,0.979,2.61E-52,0,RPS29
1.07E-55,0.740444365,1,0.991,3.86E-51,0,RPS14
2.75E-53,1.034144562,0.99,0.87,9.94E-49,0,ZFAS1
8.18E-53,0.821059504,0.994,0.907,2.96E-48,0,RPS12
2.74E-52,0.73391,0.997,0.993,9.89E-48,0,RPL18A
1.82E-51,0.746404093,1,1,6.57E-47,0,EEF1A1
3.67E-51,0.757363476,1,0.993,1.33E-46,0,RPL41
8.85E-51,0.770241365,0.997,0.997,3.20E-46,0,RPS19
2.41E-49,0.841748778,1,0.995,8.71E-45,0,RPS27
3.45E-48,0.806361934,0.997,0.972,1.25E-43,0,RPL27A
4.86E-48,0.893825079,0.997,0.98,1.76E-43,0,RPL34
9.74E-48,0.797755496,0.99,0.938,3.52E-43,0,RPL12
1.41E-47,1.224323971,0.958,0.673,5.09E-43,0,COL3A1
1.86E-47,0.761861519,1,0.993,6.74E-43,0,RPL23
3.65E-47,0.734288012,0.994,0.997,1.32E-42,0,RPL13A
1.18E-46,0.750637702,0.994,0.962,4.25E-42,0,RPS15A
1.91E-46,0.759120451,0.997,0.953,6.91E-42,0,RPLP2
1.86E-45,0.81997748,0.994,0.962,6.71E-41,0,RPL39
3.59E-45,0.805600285,0.958,0.675,1.30E-40,0,RPS8
1.02E-44,0.609956753,1,0.997,3.70E-40,0,RPL15
1.19E-44,0.704652404,0.994,0.992,4.32E-40,0,RPLP1
1.39E-44,0.701401593,0.994,0.99,5.02E-40,0,RPL13
1.83E-44,0.981376896,0.958,0.677,6.62E-40,0,COL1A1
3.53E-44,0.685079111,0.997,0.99,1.27E-39,0,RPS6
6.79E-44,0.73374765,0.997,0.965,2.46E-39,0,RPS23
7.33E-44,0.703275921,1,0.99,2.65E-39,0,SERF2
1.26E-43,1.505403034,0.964,0.707,4.54E-39,0,IGFBP5
3.62E-43,0.759283861,0.974,0.959,1.31E-38,0,TPT1
6.96E-43,0.691104533,1,0.997,2.51E-38,0,RPL21
1.84E-42,0.798928954,0.987,0.939,6.63E-38,0,RPS4X
2.78E-42,0.741954941,0.997,0.993,1.01E-37,0,RPL10
8.58E-42,0.798642496,0.981,0.944,3.10E-37,0,OST4
8.87E-42,0.751340982,0.984,0.903,3.21E-37,0,RPL28
2.82E-41,1.197243529,0.926,0.663,1.02E-36,0,DAB2
1.70E-40,0.783144945,0.958,0.675,6.14E-36,0,MT-CO3
4.04E-40,0.745890276,1,0.992,1.46E-35,0,RPL31
6.74E-40,1.20206944,0.961,0.747,2.44E-35,0,FN1
2.85E-39,0.705068186,0.997,0.994,1.03E-34,0,RPL37A
3.19E-39,0.684649505,0.994,0.987,1.15E-34,0,RPL32
4.93E-38,1.216560177,0.867,0.582,1.78E-33,0,MEG3
1.15E-37,0.73971522,0.994,0.942,4.15E-33,0,RPL17
7.73E-37,0.674542113,1,0.992,2.79E-32,0,RPS3A
9.19E-37,0.755738927,0.958,0.675,3.32E-32,0,MT-CYB
9.38E-37,0.693330752,1,1,3.39E-32,0,FTH1
9.97E-37,1.075142761,0.903,0.641,3.60E-32,0,SNHG8
1.96E-36,0.704268285,1,0.977,7.09E-32,0,RPL23A
2.55E-36,0.72455563,1,0.976,9.23E-32,0,RPS2
2.55E-36,0.763125172,1,0.999,9.23E-32,0,FTL
4.16E-36,0.716065743,0.99,0.928,1.50E-31,0,RPL11
5.04E-36,0.60835662,0.997,0.983,1.82E-31,0,RPL4
2.38E-35,0.698232037,0.997,0.952,8.60E-31,0,RPS16
2.43E-35,0.996105322,0.948,0.654,8.78E-31,0,COL5A2
2.55E-35,0.764491476,0.958,0.675,9.23E-31,0,MT-ND4
3.63E-35,0.637256914,0.997,0.992,1.31E-30,0,RPL36
5.42E-35,0.821837686,0.958,0.675,1.96E-30,0,MT-CO2
5.58E-35,0.641123474,0.997,0.99,2.02E-30,0,RPS3
1.27E-34,0.648671462,0.997,0.964,4.60E-30,0,RPL9
1.49E-34,0.580286596,0.997,0.993,5.39E-30,0,RPL3
2.18E-34,0.678611925,1,1,7.89E-30,0,MALAT1
5.26E-34,0.63986558,0.997,0.984,1.90E-29,0,RPL6
2.67E-33,0.719738539,0.99,0.914,9.65E-29,0,RPS21
5.58E-33,0.805601227,0.958,0.84,2.02E-28,0,NBEAL1
2.23E-32,0.688461155,0.977,0.939,8.05E-28,0,RPSA
4.95E-32,0.599063545,0.997,0.983,1.79E-27,0,RPL29
1.06E-31,0.686950986,0.974,0.921,3.84E-27,0,GPX4
1.47E-31,0.730742483,0.99,0.941,5.33E-27,0,EEF2
2.48E-31,0.776685217,0.958,0.674,8.95E-27,0,NUPR1
2.96E-31,0.6877491,0.958,0.675,1.07E-26,0,RPS13
3.60E-31,0.70021022,1,0.965,1.30E-26,0,RPL37
3.88E-31,0.654970975,0.99,0.959,1.40E-26,0,RPL30
4.36E-31,0.755216787,0.99,0.917,1.57E-26,0,RPL36A
5.47E-31,0.607188181,0.99,0.962,1.98E-26,0,RPS20
6.57E-31,0.778337249,0.958,0.726,2.37E-26,0,PPDPF
1.20E-30,0.609633884,0.997,0.98,4.32E-26,0,RPLP0
1.28E-30,0.898886451,0.916,0.779,4.61E-26,0,C6orf48
1.86E-30,0.742690162,0.958,0.671,6.71E-26,0,MT-ND1
1.13E-29,1.0409641,0.903,0.628,4.08E-25,0,CCDC80
1.57E-29,0.556466004,1,0.995,5.66E-25,0,RPS11
3.73E-29,0.624619785,1,0.952,1.35E-24,0,RPS10
3.95E-29,0.697845146,0.958,0.673,1.43E-24,0,MT-ATP6
5.34E-29,0.620574633,0.958,0.677,1.93E-24,0,DCN
5.43E-29,0.623960549,0.994,0.956,1.96E-24,0,RPS27A
8.90E-29,0.601911223,0.99,0.971,3.22E-24,0,RPS5
9.86E-29,1.30929909,0.819,0.547,3.56E-24,0,CDH6
1.03E-28,1.20070887,0.942,0.659,3.74E-24,0,COL1A2
1.66E-28,0.623123399,0.994,0.98,5.99E-24,0,RPS25
6.49E-28,0.593582978,0.997,0.974,2.34E-23,0,RPL7A
7.06E-28,0.573193595,1,0.978,2.55E-23,0,RPL19
7.24E-28,0.704861686,0.981,0.902,2.62E-23,0,PABPC1
1.01E-27,0.616627397,0.987,0.962,3.65E-23,0,RPL10A
1.53E-27,1.206931149,0.825,0.605,5.54E-23,0,FBN1
1.83E-27,0.732395021,0.948,0.659,6.60E-23,0,SELM
1.83E-27,0.836157496,0.945,0.651,6.61E-23,0,COL6A3
3.83E-27,0.899746002,0.89,0.598,1.38E-22,0,DDR2
3.89E-27,0.594434398,0.987,0.94,1.41E-22,0,RPL26
5.47E-27,0.569832191,0.997,0.992,1.98E-22,0,RPL27
5.59E-27,0.594284792,0.994,0.978,2.02E-22,0,RPS9
9.98E-27,0.569295035,0.994,0.976,3.61E-22,0,RPL35A
1.17E-26,0.739893704,0.945,0.664,4.22E-22,0,RPSAP58
2.44E-26,0.976013399,0.845,0.554,8.83E-22,0,COL5A1
4.29E-26,0.767098522,0.929,0.682,1.55E-21,0,PDLIM2
7.42E-26,0.995720003,0.909,0.755,2.68E-21,0,NREP
9.13E-26,0.714800896,0.948,0.671,3.30E-21,0,RPS27L
1.59E-25,1.093501224,0.77,0.505,5.73E-21,0,COPZ2
1.99E-25,0.551973422,0.99,0.978,7.21E-21,0,RPS24
2.02E-25,0.680825806,0.961,0.875,7.28E-21,0,TOMM7
4.44E-25,0.547823619,1,0.998,1.61E-20,0,RPL7
4.92E-25,1.067310597,0.816,0.544,1.78E-20,0,LOX
6.74E-25,0.722637932,0.987,0.893,2.43E-20,0,NEAT1
8.39E-25,0.623076663,0.964,0.837,3.03E-20,0,GPX1
1.06E-24,0.687184752,0.955,0.675,3.82E-20,0,GNB2L1
1.43E-24,0.684679344,0.974,0.872,5.15E-20,0,COMMD6
1.48E-24,0.841686146,0.858,0.566,5.33E-20,0,MFAP4
1.73E-24,0.861883191,0.916,0.604,6.27E-20,0,MLTK
3.49E-24,0.747731402,0.903,0.747,1.26E-19,0,C1orf122
3.84E-24,0.982404989,0.803,0.518,1.39E-19,0,EHD2
5.47E-24,0.761745482,0.913,0.616,1.98E-19,0,COL12A1
8.25E-24,0.799525695,0.864,0.573,2.98E-19,0,IGFBP4
8.72E-24,0.520450107,0.99,0.962,3.15E-19,0,OAZ1
1.34E-23,0.548540921,0.994,0.975,4.85E-19,0,RPL18
1.44E-23,0.573368688,0.987,0.968,5.19E-19,0,RPS7
1.45E-23,0.629976483,0.971,0.856,5.23E-19,0,COX7A2L
1.60E-23,0.574230164,0.987,0.982,5.77E-19,0,RPL38
3.65E-23,1.318434587,0.625,0.342,1.32E-18,0,WNT2
6.14E-23,0.773663035,0.913,0.624,2.22E-18,0,COL4A1
6.60E-23,1.877458201,0.43,0.167,2.39E-18,0,OGN
1.18E-22,0.767559865,0.893,0.618,4.25E-18,0,FAM127A
2.47E-22,0.518957042,1,1,8.93E-18,0,TMSB4X
3.18E-22,0.716385947,0.893,0.61,1.15E-17,0,SEPW1
4.40E-22,0.87714685,0.841,0.548,1.59E-17,0,RGS10
4.48E-22,0.727253752,0.948,0.777,1.62E-17,0,MDK
4.77E-22,0.878988266,0.838,0.574,1.72E-17,0,PLAC9
5.89E-22,0.536898999,0.974,0.929,2.13E-17,0,RPL22
1.20E-21,0.586550774,0.958,0.674,4.35E-17,0,MT-ND2
1.53E-21,0.451532315,0.997,0.983,5.53E-17,0,RPL8
1.96E-21,0.923084204,0.851,0.642,7.07E-17,0,FBN2
3.68E-21,0.553000248,0.961,0.893,1.33E-16,0,UQCRH
7.39E-21,0.792613471,0.887,0.594,2.67E-16,0,COL4A2
8.49E-21,0.525281969,0.994,0.964,3.07E-16,0,RPL24
9.02E-21,0.621748014,0.974,0.873,3.26E-16,0,SH3BGRL3
2.72E-20,0.641245098,0.964,0.808,9.83E-16,0,SPARC
3.40E-20,0.791495921,0.909,0.733,1.23E-15,0,PDE5A
5.76E-20,0.791637234,0.864,0.632,2.08E-15,0,GABARAPL1
6.86E-20,0.485974565,0.99,0.995,2.48E-15,0,RPS15
7.04E-20,1.475696736,0.472,0.214,2.55E-15,0,LURAP1L
8.81E-20,1.227286275,0.602,0.344,3.18E-15,0,EPB41L4A-AS1
9.65E-20,0.825200125,0.822,0.539,3.49E-15,0,BGN
1.28E-19,1.338474517,0.495,0.232,4.61E-15,0,SEPP1
1.35E-19,0.616174398,0.948,0.662,4.88E-15,0,C7orf73
1.52E-19,1.012729678,0.699,0.419,5.51E-15,0,CLDN11
1.54E-19,0.637414162,0.935,0.667,5.56E-15,0,MYEOV2
2.08E-19,0.616883536,0.909,0.648,7.51E-15,0,MT-ND5
2.43E-19,0.87938427,0.748,0.47,8.80E-15,0,HEG1
2.79E-19,0.579169058,0.984,0.902,1.01E-14,0,CCNI
5.20E-19,1.023302154,0.79,0.644,1.88E-14,0,LTBP1
5.82E-19,0.762935062,0.871,0.62,2.10E-14,0,NR2F1
5.93E-19,0.707597706,0.854,0.679,2.14E-14,0,TAX1BP3
6.33E-19,0.513376075,0.981,0.895,2.29E-14,0,EEF1B2
7.73E-19,0.811543552,0.77,0.472,2.79E-14,0,C12orf23
8.32E-19,0.89606547,0.741,0.47,3.01E-14,0,MMP24-AS1
1.43E-18,0.537797778,0.987,0.945,5.18E-14,0,RPL14
1.81E-18,0.61813987,0.9,0.603,6.55E-14,0,MT-ND3
1.82E-18,0.486832197,0.958,0.673,6.59E-14,0,LUM
2.36E-18,0.641069389,0.951,0.671,8.53E-14,0,Sep-11
2.84E-18,0.572981942,0.964,0.829,1.03E-13,0,KRT10
3.25E-18,0.566722491,0.961,0.674,1.18E-13,0,IFITM3
3.47E-18,0.570581819,0.955,0.708,1.25E-13,0,FSTL1
3.55E-18,0.672868359,0.867,0.629,1.28E-13,0,COL6A1
4.62E-18,0.479305583,0.984,0.968,1.67E-13,0,TMA7
5.18E-18,1.096472268,0.731,0.468,1.87E-13,0,POSTN
5.55E-18,0.910001752,0.728,0.466,2.01E-13,0,MMP23B
9.60E-18,0.565497814,0.974,0.901,3.47E-13,0,SEC61B
1.00E-17,0.933654853,0.78,0.548,3.62E-13,0,BICC1
2.28E-17,0.979640854,0.744,0.514,8.24E-13,0,NR2F2
2.66E-17,0.455237538,0.99,0.931,9.60E-13,0,HMGN1
2.80E-17,0.551865248,0.968,0.854,1.01E-12,0,EIF3E
2.89E-17,0.638818212,0.903,0.707,1.04E-12,0,CKAP4
3.34E-17,0.816882934,0.757,0.483,1.21E-12,0,CEBPD
3.76E-17,0.552047707,0.958,0.675,1.36E-12,0,ATP5E
4.76E-17,0.480645821,0.987,0.938,1.72E-12,0,DSTN
4.92E-17,0.638443805,0.958,0.832,1.78E-12,0,RHOBTB3
6.17E-17,1.476347105,0.443,0.212,2.23E-12,0,TPD52L1
7.32E-17,0.561118833,0.955,0.671,2.64E-12,0,C14orf2
9.61E-17,0.729184145,0.838,0.67,3.47E-12,0,C9orf16
1.56E-16,0.519087261,1,0.985,5.62E-12,0,TMSB10
1.79E-16,0.548638628,0.951,0.786,6.49E-12,0,GNG5
2.05E-16,0.569568469,0.841,0.571,7.42E-12,0,FBLN5
2.34E-16,0.388378054,0.997,0.992,8.47E-12,0,RPL5
2.47E-16,0.490639616,0.945,0.808,8.93E-12,0,IL6ST
2.48E-16,1.633746674,0.476,0.243,8.96E-12,0,SEMA3C
2.65E-16,0.796782671,0.702,0.451,9.59E-12,0,TMEM183A
2.73E-16,0.473226231,0.977,0.899,9.88E-12,0,EEF1D
3.76E-16,0.694145266,0.783,0.597,1.36E-11,0,A1BG
4.17E-16,1.209488421,0.586,0.358,1.51E-11,0,MAF
4.33E-16,0.636234778,0.909,0.735,1.56E-11,0,VCAN
4.72E-16,0.543389202,0.939,0.814,1.71E-11,0,TRAM1
4.88E-16,0.780562157,0.728,0.481,1.77E-11,0,TGFBI
5.12E-16,0.613924491,0.89,0.638,1.85E-11,0,AHNAK
6.90E-16,0.721242029,0.777,0.495,2.49E-11,0,IGFBP6
7.69E-16,0.936882757,0.657,0.434,2.78E-11,0,RUNX1T1
9.18E-16,0.493219807,0.984,0.953,3.32E-11,0,UBA52
1.06E-15,0.520710067,0.958,0.674,3.83E-11,0,RPS26
1.50E-15,0.606212866,0.903,0.632,5.41E-11,0,PTRF
1.66E-15,0.831826988,0.686,0.44,6.00E-11,0,GLTSCR2
1.94E-15,1.203941665,0.443,0.217,7.03E-11,0,RP11-572C15.6
2.19E-15,0.740681769,0.786,0.564,7.93E-11,0,LMO4
3.37E-15,1.072660056,0.592,0.375,1.22E-10,0,PNRC1
3.46E-15,0.679239015,0.799,0.535,1.25E-10,0,MT-ND4L
3.49E-15,0.744801156,0.744,0.512,1.26E-10,0,C1orf86
4.20E-15,0.730778471,0.777,0.543,1.52E-10,0,TIMP3
5.21E-15,0.674792657,0.803,0.532,1.88E-10,0,LINC00657
5.41E-15,1.458035228,0.362,0.157,1.96E-10,0,SHISA3
6.18E-15,0.480510943,0.987,0.984,2.23E-10,0,RPL35
7.05E-15,0.766748848,0.725,0.513,2.55E-10,0,FOXP1
8.70E-15,0.654257976,0.871,0.6,3.14E-10,0,XIST
1.04E-14,0.479407377,0.948,0.808,3.75E-10,0,PTMS
1.07E-14,0.575443652,0.861,0.662,3.87E-10,0,LAMC1
1.18E-14,0.465197592,0.984,0.845,4.26E-10,0,ITGB1
1.45E-14,0.533512508,0.958,0.673,5.26E-10,0,COX7C
1.46E-14,1.015876991,0.608,0.374,5.29E-10,0,FAM211A
1.57E-14,0.950107382,0.583,0.374,5.69E-10,0,SESN3
1.78E-14,0.507208312,0.951,0.671,6.42E-10,0,UQCR11.1
1.84E-14,0.430498114,0.974,0.903,6.64E-10,0,NEDD8
2.01E-14,0.722382269,0.715,0.512,7.26E-10,0,MXD4
2.45E-14,0.846355236,0.67,0.458,8.84E-10,0,POLD4
2.46E-14,0.509296123,0.929,0.666,8.90E-10,0,SLC7A11
2.65E-14,1.100404208,0.563,0.343,9.59E-10,0,BNC2
3.14E-14,0.659232533,0.786,0.541,1.13E-09,0,RP11-14N7.2
3.26E-14,0.426027901,0.968,0.814,1.18E-09,0,OSTC
3.62E-14,0.543053267,0.867,0.623,1.31E-09,0,C11orf31
5.05E-14,0.576376111,0.79,0.56,1.82E-09,0,QSOX1
5.84E-14,0.50843258,0.932,0.806,2.11E-09,0,ARID5B
5.91E-14,0.589946085,0.88,0.745,2.14E-09,0,YWHAG
6.22E-14,0.567334396,0.951,0.758,2.25E-09,0,THBS1
6.69E-14,0.530123832,0.916,0.909,2.42E-09,0,C4orf48
7.38E-14,0.496157412,0.945,0.672,2.67E-09,0,TCEB2
7.76E-14,0.581211566,0.874,0.619,2.80E-09,0,IFITM2
8.12E-14,0.514076019,0.951,0.808,2.94E-09,0,PALLD
8.41E-14,0.508429796,0.922,0.774,3.04E-09,0,TMEM167A
8.94E-14,0.663004728,0.822,0.631,3.23E-09,0,LBH
9.09E-14,0.789033036,0.709,0.49,3.28E-09,0,SEC24D
9.34E-14,0.80929379,0.767,0.536,3.37E-09,0,IGFBP3
9.48E-14,0.902003301,0.667,0.476,3.43E-09,0,ZMAT3
9.84E-14,0.621847677,0.783,0.559,3.55E-09,0,C17orf89
1.38E-13,0.516477701,0.919,0.793,4.99E-09,0,C12orf57
1.60E-13,0.629909152,0.777,0.571,5.79E-09,0,SHC1
1.63E-13,0.886755482,0.602,0.368,5.89E-09,0,MT-ND6
1.79E-13,0.379168075,0.971,0.903,6.46E-09,0,ATP6V0E1
1.83E-13,0.515814871,0.909,0.746,6.63E-09,0,ARL6IP4
2.05E-13,0.650603842,0.786,0.568,7.41E-09,0,LARP6
2.23E-13,0.569479293,0.864,0.618,8.05E-09,0,Sep-15
3.04E-13,0.390360753,0.942,0.724,1.10E-08,0,MYLK
3.11E-13,0.588287872,0.845,0.613,1.13E-08,0,CNN2
3.55E-13,0.530752662,0.935,0.825,1.28E-08,0,C4orf3
3.57E-13,0.556317544,0.864,0.694,1.29E-08,0,LY6E
4.58E-13,0.597049447,0.867,0.696,1.66E-08,0,AHCYL1
5.31E-13,0.431248824,0.951,0.847,1.92E-08,0,EIF4EBP1
8.22E-13,0.599312136,0.803,0.604,2.97E-08,0,YBX3
8.24E-13,0.714358796,0.718,0.505,2.98E-08,0,LOXL1
9.15E-13,1.166102635,0.46,0.261,3.31E-08,0,CDC42EP5
9.33E-13,0.735509892,0.696,0.488,3.37E-08,0,CREB3L1
9.80E-13,0.451201919,0.919,0.826,3.54E-08,0,TMEM230
1.04E-12,0.427004591,0.955,0.753,3.76E-08,0,SEC11A
1.22E-12,0.522823484,0.883,0.735,4.42E-08,0,ATF4
1.26E-12,0.433472892,0.945,0.855,4.55E-08,0,MZT2B
1.67E-12,1.295458983,0.301,0.127,6.04E-08,0,SLC40A1
1.77E-12,0.485852027,0.958,0.675,6.41E-08,0,NGFRAP1
1.91E-12,0.813788443,0.505,0.29,6.90E-08,0,RP11-220I1.1
2.21E-12,0.416649525,0.893,0.699,7.97E-08,0,S100A6
2.26E-12,0.344643918,1,0.984,8.17E-08,0,SLC25A6
2.31E-12,0.330572188,0.984,0.963,8.36E-08,0,FKBP1A
2.41E-12,0.622179011,0.838,0.73,8.70E-08,0,ANAPC16
2.49E-12,0.449638287,0.942,0.909,8.99E-08,0,ROMO1
2.63E-12,0.87034506,0.563,0.346,9.52E-08,0,RYBP
2.89E-12,0.436565989,0.951,0.847,1.04E-07,0,PTP4A2
3.31E-12,0.553627534,0.825,0.588,1.20E-07,0,LINC00998
4.12E-12,0.283115213,0.981,0.841,1.49E-07,0,CALD1
4.74E-12,0.81362345,0.608,0.386,1.71E-07,0,YAP1
4.76E-12,1.616119968,0.317,0.146,1.72E-07,0,ASPN
4.85E-12,0.698561323,0.744,0.563,1.75E-07,0,ITGAV
4.86E-12,0.459972509,0.929,0.899,1.76E-07,0,ATOX1
4.96E-12,0.43880505,0.958,0.722,1.79E-07,0,MTHFD2
5.25E-12,0.50757458,0.841,0.697,1.90E-07,0,LSM1
6.26E-12,0.736217263,0.644,0.415,2.26E-07,0,TES
6.61E-12,1.167261864,0.375,0.191,2.39E-07,0,SCN9A
7.57E-12,0.491778876,0.939,0.872,2.74E-07,0,SLC38A2
7.57E-12,0.410349386,0.977,0.891,2.74E-07,0,CALU
8.53E-12,0.621316918,0.803,0.608,3.08E-07,0,LASP1
9.19E-12,0.472206116,0.926,0.8,3.32E-07,0,JTB
9.82E-12,0.34495333,0.958,0.685,3.55E-07,0,CTGF
9.85E-12,0.899927047,0.498,0.291,3.56E-07,0,ZNF667-AS1
1.16E-11,0.723247103,0.65,0.444,4.19E-07,0,MDFI
1.28E-11,0.420775994,0.916,0.672,4.63E-07,0,PPP1R14B
1.38E-11,0.511243512,0.883,0.766,5.00E-07,0,MPC2
1.39E-11,0.512102177,0.861,0.793,5.02E-07,0,NME4
1.45E-11,0.657659733,0.722,0.544,5.26E-07,0,RBMS1
1.84E-11,0.737018693,0.676,0.461,6.65E-07,0,NBPF1
2.15E-11,0.636715461,0.751,0.61,7.76E-07,0,SMIM14
2.15E-11,0.322084761,0.948,0.659,7.78E-07,0,MYL9
2.36E-11,0.864811561,0.592,0.395,8.54E-07,0,SDC4
2.39E-11,0.614341659,0.828,0.701,8.64E-07,0,STAT1
3.08E-11,0.624111276,0.683,0.461,1.11E-06,0,MRC2
3.25E-11,0.634805215,0.738,0.503,1.18E-06,0,CEBPB
3.47E-11,0.90801344,0.498,0.299,1.26E-06,0,RABGAP1
3.47E-11,0.384133842,0.968,0.945,1.26E-06,0,UQCR10
3.60E-11,0.415771232,0.929,0.807,1.30E-06,0,RNF7
3.66E-11,0.519348196,0.848,0.623,1.32E-06,0,GYPC
3.84E-11,0.454977073,0.822,0.604,1.39E-06,0,FAT1
3.96E-11,1.249256207,0.372,0.197,1.43E-06,0,FAM198B
4.23E-11,0.336945146,0.994,0.994,1.53E-06,0,EIF1
4.40E-11,0.428570415,0.935,0.839,1.59E-06,0,C19orf53
4.57E-11,0.387865545,0.955,0.884,1.65E-06,0,NOP10
4.73E-11,0.628590929,0.832,0.656,1.71E-06,0,BTG1
5.59E-11,0.95163655,0.485,0.297,2.02E-06,0,RP11-304L19.5
5.67E-11,0.666064017,0.638,0.427,2.05E-06,0,LRP10
6.60E-11,0.491711821,0.929,0.817,2.38E-06,0,TCEA1
7.04E-11,0.348438768,0.971,0.9,2.54E-06,0,BRK1
7.20E-11,0.462353842,0.887,0.639,2.60E-06,0,C19orf43
7.31E-11,0.651331711,0.712,0.505,2.64E-06,0,ARMCX6
7.65E-11,0.407188323,0.955,0.862,2.76E-06,0,PCBP2
7.88E-11,0.763730911,0.66,0.459,2.85E-06,0,CDKN2A
7.94E-11,0.529934188,0.832,0.713,2.87E-06,0,NENF
8.88E-11,0.484544812,0.803,0.624,3.21E-06,0,BRI3
8.92E-11,0.636953339,0.731,0.519,3.22E-06,0,ISOC1
9.53E-11,0.553595601,0.718,0.504,3.44E-06,0,ATP5EP2
9.54E-11,0.408108665,0.896,0.666,3.45E-06,0,FLNA
1.11E-10,0.487859287,0.822,0.574,4.00E-06,0,CALM3
1.18E-10,0.703054324,0.576,0.352,4.27E-06,0,LEPRE1
1.18E-10,0.377657803,0.841,0.591,4.28E-06,0,WNT5A
1.29E-10,0.405647295,0.845,0.596,4.68E-06,0,AXL
1.33E-10,0.417188893,0.961,0.827,4.80E-06,0,EIF2S2
1.33E-10,0.461857874,0.757,0.532,4.82E-06,0,COL6A2
1.52E-10,0.455915215,0.926,0.796,5.49E-06,0,AP3S1
1.57E-10,0.469112645,0.803,0.632,5.67E-06,0,SPON2
1.61E-10,0.487978704,0.89,0.648,5.82E-06,0,RND3
1.73E-10,0.430985623,0.903,0.809,6.27E-06,0,LAMTOR1
1.81E-10,0.4328854,0.909,0.68,6.54E-06,0,MMP2
1.84E-10,1.09233554,0.511,0.335,6.64E-06,0,COL15A1
2.00E-10,0.943772058,0.566,0.383,7.22E-06,0,KANK2
2.04E-10,0.535116862,0.799,0.663,7.38E-06,0,AES
2.07E-10,0.486668571,0.871,0.628,7.47E-06,0,C20orf24
2.22E-10,0.826136978,0.579,0.397,8.04E-06,0,ERRFI1
2.51E-10,0.879047601,0.463,0.287,9.06E-06,0,ROR1
2.55E-10,0.519710029,0.725,0.503,9.22E-06,0,SLC9A3R2
2.61E-10,0.419005549,0.851,0.679,9.44E-06,0,PXDN
2.63E-10,0.938622684,0.456,0.275,9.49E-06,0,AL132709.5
2.80E-10,0.408613441,0.971,0.909,1.01E-05,0,POLR2L
2.83E-10,0.394745193,0.835,0.574,1.02E-05,0,OLFML3
3.19E-10,0.868996788,0.408,0.228,1.15E-05,0,TRIM22
3.54E-10,0.492810129,0.9,0.789,1.28E-05,0,METAP2
3.63E-10,0.318717157,0.961,0.899,1.31E-05,0,GUK1
3.74E-10,0.338993841,0.984,0.939,1.35E-05,0,TMEM258
4.20E-10,0.474042535,0.906,0.736,1.52E-05,0,SPATS2L
4.39E-10,0.350085182,0.984,0.926,1.59E-05,0,PFDN5
4.57E-10,0.463328454,0.971,0.951,1.65E-05,0,CDC42
4.69E-10,0.655369402,0.686,0.521,1.70E-05,0,UBE2H
4.70E-10,0.455270605,0.926,0.662,1.70E-05,0,ATP5I
4.77E-10,1.582490318,0.275,0.128,1.72E-05,0,KAL1
4.81E-10,0.540625257,0.809,0.604,1.74E-05,0,CAPNS1
4.90E-10,0.504092787,0.854,0.833,1.77E-05,0,GTF2I
4.97E-10,0.692709531,0.621,0.435,1.80E-05,0,MSRB3
5.05E-10,0.622951147,0.812,0.663,1.83E-05,0,CDH11
6.31E-10,0.795944377,0.463,0.278,2.28E-05,0,TMEM47
6.35E-10,0.683462488,0.595,0.39,2.29E-05,0,RDH10
6.38E-10,0.794812523,0.482,0.284,2.31E-05,0,EDNRA
6.43E-10,0.448483109,0.874,0.625,2.32E-05,0,USMG5
6.61E-10,0.451079749,0.854,0.667,2.39E-05,0,MYH9
6.69E-10,0.431294746,0.932,0.739,2.42E-05,0,BASP1
6.88E-10,0.413336376,0.903,0.811,2.49E-05,0,ZNHIT1
7.15E-10,0.979531687,0.385,0.212,2.58E-05,0,VCAM1
7.24E-10,0.956481291,0.495,0.327,2.62E-05,0,COL8A1
7.27E-10,0.455023817,0.78,0.556,2.63E-05,0,ITGA1
7.38E-10,0.416110858,0.909,0.862,2.67E-05,0,EIF3F
7.72E-10,0.386832687,0.948,0.678,2.79E-05,0,CAV1
7.77E-10,0.81806253,0.502,0.318,2.81E-05,0,SNHG18
8.36E-10,0.907545685,0.453,0.274,3.02E-05,0,ALPK2
8.41E-10,0.409538657,0.893,0.636,3.04E-05,0,Sep-02
8.64E-10,0.382366829,0.874,0.625,3.12E-05,0,PCDH18
8.90E-10,0.907365442,0.511,0.335,3.22E-05,0,TNC
9.61E-10,0.325347202,0.99,0.926,3.47E-05,0,BTF3
1.05E-09,0.493742376,0.735,0.495,3.78E-05,0,MACF1
1.05E-09,0.84106566,0.57,0.392,3.79E-05,0,CYBRD1
1.40E-09,0.465528965,0.848,0.61,5.04E-05,0,SHFM1
1.41E-09,0.471432753,0.828,0.673,5.11E-05,0,GTF2H5
1.43E-09,0.47396421,0.861,0.724,5.16E-05,0,ID2
1.50E-09,0.36726225,0.951,0.822,5.41E-05,0,RBM3
1.52E-09,0.973597893,0.472,0.301,5.50E-05,0,FOSL2
1.59E-09,0.587616704,0.819,0.679,5.73E-05,0,CAMK2N1
