"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","2/27","166/18986",0.0120481927710843,8.47211066488175,3.64894232806823,0.0231135398177021,0.102691663208329,0.0667687451595239,"AURKB/TPX2",2
"GO:0030202","GO:0030202","heparin metabolic process","1/27","17/18986",0.0588235294117647,41.363834422658,6.28310225770954,0.0239125752603735,0.104336034656248,0.0678378934693626,"CSGALNACT1",1
"GO:0035672","GO:0035672","oligopeptide transmembrane transport","1/27","17/18986",0.0588235294117647,41.363834422658,6.28310225770954,0.0239125752603735,0.104336034656248,0.0678378934693626,"CA2",1
"GO:0051782","GO:0051782","negative regulation of cell division","1/27","17/18986",0.0588235294117647,41.363834422658,6.28310225770954,0.0239125752603735,0.104336034656248,0.0678378934693626,"AURKB",1
"GO:0072077","GO:0072077","renal vesicle morphogenesis","1/27","17/18986",0.0588235294117647,41.363834422658,6.28310225770954,0.0239125752603735,0.104336034656248,0.0678378934693626,"SOX9",1
"GO:0001710","GO:0001710","mesodermal cell fate commitment","1/27","18/18986",0.0555555555555556,39.0658436213992,6.09733997057562,0.0253019136792658,0.107505510960374,0.0698986445471789,"EYA1",1
"GO:0002921","GO:0002921","negative regulation of humoral immune response","1/27","18/18986",0.0555555555555556,39.0658436213992,6.09733997057562,0.0253019136792658,0.107505510960374,0.0698986445471789,"MASP1",1
"GO:0060221","GO:0060221","retinal rod cell differentiation","1/27","18/18986",0.0555555555555556,39.0658436213992,6.09733997057562,0.0253019136792658,0.107505510960374,0.0698986445471789,"SOX9",1
"GO:0072087","GO:0072087","renal vesicle development","1/27","18/18986",0.0555555555555556,39.0658436213992,6.09733997057562,0.0253019136792658,0.107505510960374,0.0698986445471789,"SOX9",1
"GO:0072189","GO:0072189","ureter development","1/27","18/18986",0.0555555555555556,39.0658436213992,6.09733997057562,0.0253019136792658,0.107505510960374,0.0698986445471789,"SOX9",1
"GO:0090190","GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis","1/27","18/18986",0.0555555555555556,39.0658436213992,6.09733997057562,0.0253019136792658,0.107505510960374,0.0698986445471789,"SOX9",1
"GO:0010975","GO:0010975","regulation of neuron projection development","3/27","452/18986",0.00663716814159292,4.66715830875123,2.97778793631414,0.0256718130790626,0.108602930982295,0.0706121723593438,"ELAVL4/MAG/CNTN2",3
"GO:0001502","GO:0001502","cartilage condensation","1/27","19/18986",0.0526315789473684,37.009746588694,5.92620967306576,0.0266893476907939,0.109112333206481,0.0709433788684968,"SOX9",1
"GO:0003417","GO:0003417","growth plate cartilage development","1/27","19/18986",0.0526315789473684,37.009746588694,5.92620967306576,0.0266893476907939,0.109112333206481,0.0709433788684968,"SOX9",1
"GO:0006857","GO:0006857","oligopeptide transport","1/27","19/18986",0.0526315789473684,37.009746588694,5.92620967306576,0.0266893476907939,0.109112333206481,0.0709433788684968,"CA2",1
"GO:0030206","GO:0030206","chondroitin sulfate biosynthetic process","1/27","19/18986",0.0526315789473684,37.009746588694,5.92620967306576,0.0266893476907939,0.109112333206481,0.0709433788684968,"CSGALNACT1",1
"GO:0030903","GO:0030903","notochord development","1/27","19/18986",0.0526315789473684,37.009746588694,5.92620967306576,0.0266893476907939,0.109112333206481,0.0709433788684968,"SOX9",1
"GO:0045780","GO:0045780","positive regulation of bone resorption","1/27","19/18986",0.0526315789473684,37.009746588694,5.92620967306576,0.0266893476907939,0.109112333206481,0.0709433788684968,"TF",1
"GO:0060438","GO:0060438","trachea development","1/27","19/18986",0.0526315789473684,37.009746588694,5.92620967306576,0.0266893476907939,0.109112333206481,0.0709433788684968,"SOX9",1
"GO:1901978","GO:1901978","positive regulation of cell cycle checkpoint","1/27","19/18986",0.0526315789473684,37.009746588694,5.92620967306576,0.0266893476907939,0.109112333206481,0.0709433788684968,"AURKB",1
"GO:0071248","GO:0071248","cellular response to metal ion","2/27","183/18986",0.0109289617486339,7.68508399109492,3.42924338425818,0.0276945490402417,0.109820431766,0.0714037750758545,"CAPN3/TF",2
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","2/27","183/18986",0.0109289617486339,7.68508399109492,3.42924338425818,0.0276945490402417,0.109820431766,0.0714037750758545,"AURKB/E2F2",2
"GO:0002902","GO:0002902","regulation of B cell apoptotic process","1/27","20/18986",0.05,35.1592592592593,5.76786435983,0.0280748798051156,0.109820431766,0.0714037750758545,"AURKB",1
"GO:0032332","GO:0032332","positive regulation of chondrocyte differentiation","1/27","20/18986",0.05,35.1592592592593,5.76786435983,0.0280748798051156,0.109820431766,0.0714037750758545,"SOX9",1
"GO:0051447","GO:0051447","negative regulation of meiotic cell cycle","1/27","20/18986",0.05,35.1592592592593,5.76786435983,0.0280748798051156,0.109820431766,0.0714037750758545,"TTK",1
"GO:0060602","GO:0060602","branch elongation of an epithelium","1/27","20/18986",0.05,35.1592592592593,5.76786435983,0.0280748798051156,0.109820431766,0.0714037750758545,"SOX9",1
"GO:0070314","GO:0070314","G1 to G0 transition","1/27","20/18986",0.05,35.1592592592593,5.76786435983,0.0280748798051156,0.109820431766,0.0714037750758545,"CAPN3",1
"GO:0072079","GO:0072079","nephron tubule formation","1/27","20/18986",0.05,35.1592592592593,5.76786435983,0.0280748798051156,0.109820431766,0.0714037750758545,"SOX9",1
"GO:0097154","GO:0097154","GABAergic neuron differentiation","1/27","20/18986",0.05,35.1592592592593,5.76786435983,0.0280748798051156,0.109820431766,0.0714037750758545,"CNTN2",1
"GO:1901881","GO:1901881","positive regulation of protein depolymerization","1/27","20/18986",0.05,35.1592592592593,5.76786435983,0.0280748798051156,0.109820431766,0.0714037750758545,"AURKB",1
"GO:0048736","GO:0048736","appendage development","2/27","189/18986",0.0105820105820106,7.4411130707427,3.35835826315527,0.0293923122307312,0.109820431766,0.0714037750758545,"SOX9/FREM2",2
"GO:0060173","GO:0060173","limb development","2/27","189/18986",0.0105820105820106,7.4411130707427,3.35835826315527,0.0293923122307312,0.109820431766,0.0714037750758545,"SOX9/FREM2",2
"GO:0007413","GO:0007413","axonal fasciculation","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"CNTN2",1
"GO:0030502","GO:0030502","negative regulation of bone mineralization","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"SOX9",1
"GO:0031340","GO:0031340","positive regulation of vesicle fusion","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"RPH3A",1
"GO:0031630","GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"RPH3A",1
"GO:0038166","GO:0038166","angiotensin-activated signaling pathway","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"CA2",1
"GO:0042474","GO:0042474","middle ear morphogenesis","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"EYA1",1
"GO:0090189","GO:0090189","regulation of branching involved in ureteric bud morphogenesis","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"SOX9",1
"GO:0106030","GO:0106030","neuron projection fasciculation","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"CNTN2",1
"GO:1901632","GO:1901632","regulation of synaptic vesicle membrane organization","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"RPH3A",1
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"AURKB",1
"GO:2000738","GO:2000738","positive regulation of stem cell differentiation","1/27","21/18986",0.0476190476190476,33.4850088183422,5.62076829032508,0.0294585125292148,0.109820431766,0.0714037750758545,"SOX9",1
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","2/27","190/18986",0.0105263157894737,7.40194931773879,3.34684641659122,0.0296792772184687,0.110221132570878,0.0716643053768569,"SOX9/EYA1",2
"GO:0043269","GO:0043269","regulation of monoatomic ion transport","3/27","480/18986",0.00625,4.39490740740741,2.84296650603902,0.0299598870185774,0.110840190376714,0.0720668084777466,"CAPN3/CA2/TF",3
"GO:0007530","GO:0007530","sex determination","1/27","22/18986",0.0454545454545455,31.962962962963,5.48363260340561,0.0308402483669005,0.112387871389491,0.0730730899606039,"SOX9",1
"GO:0015669","GO:0015669","gas transport","1/27","22/18986",0.0454545454545455,31.962962962963,5.48363260340561,0.0308402483669005,0.112387871389491,0.0730730899606039,"CA2",1
"GO:0072234","GO:0072234","metanephric nephron tubule development","1/27","22/18986",0.0454545454545455,31.962962962963,5.48363260340561,0.0308402483669005,0.112387871389491,0.0730730899606039,"SOX9",1
"GO:0140896","GO:0140896","cGAS/STING signaling pathway","1/27","22/18986",0.0454545454545455,31.962962962963,5.48363260340561,0.0308402483669005,0.112387871389491,0.0730730899606039,"AURKB",1
"GO:0030449","GO:0030449","regulation of complement activation","1/27","23/18986",0.0434782608695652,30.573268921095,5.35536649936478,0.0322200898188141,0.115257894829802,0.0749391407937588,"MASP1",1
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","1/27","23/18986",0.0434782608695652,30.573268921095,5.35536649936478,0.0322200898188141,0.115257894829802,0.0749391407937588,"AURKB",1
"GO:0060008","GO:0060008","Sertoli cell differentiation","1/27","23/18986",0.0434782608695652,30.573268921095,5.35536649936478,0.0322200898188141,0.115257894829802,0.0749391407937588,"SOX9",1
"GO:0097164","GO:0097164","ammonium ion metabolic process","1/27","23/18986",0.0434782608695652,30.573268921095,5.35536649936478,0.0322200898188141,0.115257894829802,0.0749391407937588,"ENPP6",1
"GO:0098743","GO:0098743","cell aggregation","1/27","23/18986",0.0434782608695652,30.573268921095,5.35536649936478,0.0322200898188141,0.115257894829802,0.0749391407937588,"SOX9",1
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","2/27","203/18986",0.00985221674876847,6.92793285896734,3.20441152699726,0.0335117896171557,0.115925150067755,0.0753729812200148,"AURKB/TTK",2
"GO:0021953","GO:0021953","central nervous system neuron differentiation","2/27","203/18986",0.00985221674876847,6.92793285896734,3.20441152699726,0.0335117896171557,0.115925150067755,0.0753729812200148,"ELAVL4/CNTN2",2
"GO:0009651","GO:0009651","response to salt stress","1/27","24/18986",0.0416666666666667,29.2993827160494,5.23503972754067,0.0335980393824326,0.115925150067755,0.0753729812200148,"CAPN3",1
"GO:0030277","GO:0030277","maintenance of gastrointestinal epithelium","1/27","24/18986",0.0416666666666667,29.2993827160494,5.23503972754067,0.0335980393824326,0.115925150067755,0.0753729812200148,"SOX9",1
"GO:0032288","GO:0032288","myelin assembly","1/27","24/18986",0.0416666666666667,29.2993827160494,5.23503972754067,0.0335980393824326,0.115925150067755,0.0753729812200148,"MAG",1
"GO:0050650","GO:0050650","chondroitin sulfate proteoglycan biosynthetic process","1/27","24/18986",0.0416666666666667,29.2993827160494,5.23503972754067,0.0335980393824326,0.115925150067755,0.0753729812200148,"CSGALNACT1",1
"GO:0072170","GO:0072170","metanephric tubule development","1/27","24/18986",0.0416666666666667,29.2993827160494,5.23503972754067,0.0335980393824326,0.115925150067755,0.0753729812200148,"SOX9",1
"GO:0072273","GO:0072273","metanephric nephron morphogenesis","1/27","24/18986",0.0416666666666667,29.2993827160494,5.23503972754067,0.0335980393824326,0.115925150067755,0.0753729812200148,"SOX9",1
"GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","1/27","24/18986",0.0416666666666667,29.2993827160494,5.23503972754067,0.0335980393824326,0.115925150067755,0.0753729812200148,"AURKB",1
"GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","1/27","24/18986",0.0416666666666667,29.2993827160494,5.23503972754067,0.0335980393824326,0.115925150067755,0.0753729812200148,"AURKB",1
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","2/27","205/18986",0.00975609756097561,6.86034327009937,3.18361175292352,0.0341179345782146,0.117303004751247,0.0762688438962506,"AURKB/TTK",2
"GO:0001763","GO:0001763","morphogenesis of a branching structure","2/27","207/18986",0.00966183574879227,6.79405976024333,3.16308877904315,0.0347284082539532,0.117344134014361,0.0762955855927201,"SOX9/EYA1",2
"GO:0050777","GO:0050777","negative regulation of immune response","2/27","207/18986",0.00966183574879227,6.79405976024333,3.16308877904315,0.0347284082539532,0.117344134014361,0.0762955855927201,"MASP1/AURKB",2
"GO:0010954","GO:0010954","positive regulation of protein processing","1/27","25/18986",0.04,28.1274074074074,5.1218534096533,0.0349740995520705,0.117344134014361,0.0762955855927201,"CNTN2",1
"GO:0032331","GO:0032331","negative regulation of chondrocyte differentiation","1/27","25/18986",0.04,28.1274074074074,5.1218534096533,0.0349740995520705,0.117344134014361,0.0762955855927201,"SOX9",1
"GO:0033233","GO:0033233","regulation of protein sumoylation","1/27","25/18986",0.04,28.1274074074074,5.1218534096533,0.0349740995520705,0.117344134014361,0.0762955855927201,"CAPN3",1
"GO:0072243","GO:0072243","metanephric nephron epithelium development","1/27","25/18986",0.04,28.1274074074074,5.1218534096533,0.0349740995520705,0.117344134014361,0.0762955855927201,"SOX9",1
"GO:0090231","GO:0090231","regulation of spindle checkpoint","1/27","25/18986",0.04,28.1274074074074,5.1218534096533,0.0349740995520705,0.117344134014361,0.0762955855927201,"AURKB",1
"GO:0051216","GO:0051216","cartilage development","2/27","209/18986",0.00956937799043062,6.72904483430799,3.14283608127562,0.0353431831463677,0.118174973200741,0.0768357861131018,"SOX9/CSGALNACT1",2
"GO:0001783","GO:0001783","B cell apoptotic process","1/27","26/18986",0.0384615384615385,27.045584045584,5.01511709435655,0.0363482728188863,0.118264843559118,0.076894218617439,"AURKB",1
"GO:0002053","GO:0002053","positive regulation of mesenchymal cell proliferation","1/27","26/18986",0.0384615384615385,27.045584045584,5.01511709435655,0.0363482728188863,0.118264843559118,0.076894218617439,"SOX9",1
"GO:0016082","GO:0016082","synaptic vesicle priming","1/27","26/18986",0.0384615384615385,27.045584045584,5.01511709435655,0.0363482728188863,0.118264843559118,0.076894218617439,"RPH3A",1
"GO:0030204","GO:0030204","chondroitin sulfate metabolic process","1/27","26/18986",0.0384615384615385,27.045584045584,5.01511709435655,0.0363482728188863,0.118264843559118,0.076894218617439,"CSGALNACT1",1
"GO:0035988","GO:0035988","chondrocyte proliferation","1/27","26/18986",0.0384615384615385,27.045584045584,5.01511709435655,0.0363482728188863,0.118264843559118,0.076894218617439,"SOX9",1
"GO:0046716","GO:0046716","muscle cell cellular homeostasis","1/27","26/18986",0.0384615384615385,27.045584045584,5.01511709435655,0.0363482728188863,0.118264843559118,0.076894218617439,"CAPN3",1
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","1/27","26/18986",0.0384615384615385,27.045584045584,5.01511709435655,0.0363482728188863,0.118264843559118,0.076894218617439,"AURKB",1
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","1/27","26/18986",0.0384615384615385,27.045584045584,5.01511709435655,0.0363482728188863,0.118264843559118,0.076894218617439,"SOX9",1
"GO:0007626","GO:0007626","locomotory behavior","2/27","213/18986",0.00938967136150235,6.60267779516606,3.10311648514228,0.0365855271441875,0.118264843559118,0.076894218617439,"ELAVL4/CNTN2",2
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","2/27","213/18986",0.00938967136150235,6.60267779516606,3.10311648514228,0.0365855271441875,0.118264843559118,0.076894218617439,"SOX9/TF",2
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","2/27","216/18986",0.00925925925925926,6.51097393689986,3.0739908178912,0.0375283729501614,0.119550835523684,0.0777303533831708,"CAPN3/CA2",2
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","2/27","216/18986",0.00925925925925926,6.51097393689986,3.0739908178912,0.0375283729501614,0.119550835523684,0.0777303533831708,"SOX9/EYA1",2
"GO:0019755","GO:0019755","one-carbon compound transport","1/27","27/18986",0.037037037037037,26.0438957475994,4.91423052872018,0.0377205616708848,0.119550835523684,0.0777303533831708,"CA2",1
"GO:0045662","GO:0045662","negative regulation of myoblast differentiation","1/27","27/18986",0.037037037037037,26.0438957475994,4.91423052872018,0.0377205616708848,0.119550835523684,0.0777303533831708,"SOX9",1
"GO:0048745","GO:0048745","smooth muscle tissue development","1/27","27/18986",0.037037037037037,26.0438957475994,4.91423052872018,0.0377205616708848,0.119550835523684,0.0777303533831708,"SOX9",1
"GO:1903319","GO:1903319","positive regulation of protein maturation","1/27","27/18986",0.037037037037037,26.0438957475994,4.91423052872018,0.0377205616708848,0.119550835523684,0.0777303533831708,"CNTN2",1
"GO:0060348","GO:0060348","bone development","2/27","217/18986",0.00921658986175115,6.48096944871138,3.0644049175343,0.0378447488023618,0.11955500189837,0.0777330623042361,"SOX9/CSGALNACT1",2
"GO:0003416","GO:0003416","endochondral bone growth","1/27","28/18986",0.0357142857142857,25.1137566137566,4.8186690417233,0.039090968592921,0.120365545699089,0.0782600670364609,"SOX9",1
"GO:0010971","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","1/27","28/18986",0.0357142857142857,25.1137566137566,4.8186690417233,0.039090968592921,0.120365545699089,0.0782600670364609,"CDC25C",1
"GO:0051446","GO:0051446","positive regulation of meiotic cell cycle","1/27","28/18986",0.0357142857142857,25.1137566137566,4.8186690417233,0.039090968592921,0.120365545699089,0.0782600670364609,"CDC25C",1
"GO:0060512","GO:0060512","prostate gland morphogenesis","1/27","28/18986",0.0357142857142857,25.1137566137566,4.8186690417233,0.039090968592921,0.120365545699089,0.0782600670364609,"SOX9",1
"GO:0060575","GO:0060575","intestinal epithelial cell differentiation","1/27","28/18986",0.0357142857142857,25.1137566137566,4.8186690417233,0.039090968592921,0.120365545699089,0.0782600670364609,"SOX9",1
"GO:0060586","GO:0060586","multicellular organismal-level iron ion homeostasis","1/27","28/18986",0.0357142857142857,25.1137566137566,4.8186690417233,0.039090968592921,0.120365545699089,0.0782600670364609,"TF",1
"GO:0072207","GO:0072207","metanephric epithelium development","1/27","28/18986",0.0357142857142857,25.1137566137566,4.8186690417233,0.039090968592921,0.120365545699089,0.0782600670364609,"SOX9",1
"GO:1902894","GO:1902894","negative regulation of miRNA transcription","1/27","28/18986",0.0357142857142857,25.1137566137566,4.8186690417233,0.039090968592921,0.120365545699089,0.0782600670364609,"SOX9",1
"GO:0009612","GO:0009612","response to mechanical stimulus","2/27","222/18986",0.00900900900900901,6.335001668335,3.01736469267674,0.0394421811738157,0.120683151830574,0.0784665702928276,"SOX9/MAG",2
"GO:1903046","GO:1903046","meiotic cell cycle process","2/27","222/18986",0.00900900900900901,6.335001668335,3.01736469267674,0.0394421811738157,0.120683151830574,0.0784665702928276,"CDC25C/TTK",2
"GO:0003401","GO:0003401","axis elongation","1/27","29/18986",0.0344827586206897,24.2477650063857,4.72797172313567,0.0404594960667046,0.121129506685857,0.0787567842464437,"SOX9",1
"GO:0010039","GO:0010039","response to iron ion","1/27","29/18986",0.0344827586206897,24.2477650063857,4.72797172313567,0.0404594960667046,0.121129506685857,0.0787567842464437,"TF",1
"GO:0060479","GO:0060479","lung cell differentiation","1/27","29/18986",0.0344827586206897,24.2477650063857,4.72797172313567,0.0404594960667046,0.121129506685857,0.0787567842464437,"SOX9",1
"GO:0060487","GO:0060487","lung epithelial cell differentiation","1/27","29/18986",0.0344827586206897,24.2477650063857,4.72797172313567,0.0404594960667046,0.121129506685857,0.0787567842464437,"SOX9",1
"GO:0070935","GO:0070935","3'-UTR-mediated mRNA stabilization","1/27","29/18986",0.0344827586206897,24.2477650063857,4.72797172313567,0.0404594960667046,0.121129506685857,0.0787567842464437,"ELAVL4",1
"GO:1901201","GO:1901201","regulation of extracellular matrix assembly","1/27","29/18986",0.0344827586206897,24.2477650063857,4.72797172313567,0.0404594960667046,0.121129506685857,0.0787567842464437,"SOX9",1
"GO:1903671","GO:1903671","negative regulation of sprouting angiogenesis","1/27","29/18986",0.0344827586206897,24.2477650063857,4.72797172313567,0.0404594960667046,0.121129506685857,0.0787567842464437,"E2F2",1
"GO:0007026","GO:0007026","negative regulation of microtubule depolymerization","1/27","30/18986",0.0333333333333333,23.4395061728395,4.64173178706379,0.0418261465708032,0.122951180100881,0.0799412119225719,"TPX2",1
"GO:0034508","GO:0034508","centromere complex assembly","1/27","30/18986",0.0333333333333333,23.4395061728395,4.64173178706379,0.0418261465708032,0.122951180100881,0.0799412119225719,"HJURP",1
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","1/27","30/18986",0.0333333333333333,23.4395061728395,4.64173178706379,0.0418261465708032,0.122951180100881,0.0799412119225719,"AURKB",1
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","1/27","30/18986",0.0333333333333333,23.4395061728395,4.64173178706379,0.0418261465708032,0.122951180100881,0.0799412119225719,"SOX9",1
"GO:0070168","GO:0070168","negative regulation of biomineral tissue development","1/27","30/18986",0.0333333333333333,23.4395061728395,4.64173178706379,0.0418261465708032,0.122951180100881,0.0799412119225719,"SOX9",1
"GO:2000629","GO:2000629","negative regulation of miRNA metabolic process","1/27","30/18986",0.0333333333333333,23.4395061728395,4.64173178706379,0.0418261465708032,0.122951180100881,0.0799412119225719,"SOX9",1
"GO:0048588","GO:0048588","developmental cell growth","2/27","232/18986",0.00862068965517241,6.06194125159642,2.92747777472141,0.0427134797862542,0.123602257855792,0.0803645339658475,"SOX9/MAG",2
"GO:0003338","GO:0003338","metanephros morphogenesis","1/27","31/18986",0.032258064516129,22.6833930704898,4.55958865840985,0.0431909225806468,0.123602257855792,0.0803645339658475,"SOX9",1
"GO:0014850","GO:0014850","response to muscle activity","1/27","31/18986",0.032258064516129,22.6833930704898,4.55958865840985,0.0431909225806468,0.123602257855792,0.0803645339658475,"CAPN3",1
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","1/27","31/18986",0.032258064516129,22.6833930704898,4.55958865840985,0.0431909225806468,0.123602257855792,0.0803645339658475,"CSGALNACT1",1
"GO:0051291","GO:0051291","protein heterooligomerization","1/27","31/18986",0.032258064516129,22.6833930704898,4.55958865840985,0.0431909225806468,0.123602257855792,0.0803645339658475,"RRM2",1
"GO:0060037","GO:0060037","pharyngeal system development","1/27","31/18986",0.032258064516129,22.6833930704898,4.55958865840985,0.0431909225806468,0.123602257855792,0.0803645339658475,"EYA1",1
"GO:0098868","GO:0098868","bone growth","1/27","31/18986",0.032258064516129,22.6833930704898,4.55958865840985,0.0431909225806468,0.123602257855792,0.0803645339658475,"SOX9",1
"GO:1902751","GO:1902751","positive regulation of cell cycle G2/M phase transition","1/27","31/18986",0.032258064516129,22.6833930704898,4.55958865840985,0.0431909225806468,0.123602257855792,0.0803645339658475,"CDC25C",1
"GO:1903055","GO:1903055","positive regulation of extracellular matrix organization","1/27","31/18986",0.032258064516129,22.6833930704898,4.55958865840985,0.0431909225806468,0.123602257855792,0.0803645339658475,"SOX9",1
"GO:0000289","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","1/27","32/18986",0.03125,21.974537037037,4.4812214295727,0.0445538265685301,0.124571474859712,0.0809947058913691,"SAMD4A",1
"GO:0001958","GO:0001958","endochondral ossification","1/27","32/18986",0.03125,21.974537037037,4.4812214295727,0.0445538265685301,0.124571474859712,0.0809947058913691,"CSGALNACT1",1
"GO:0031629","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","1/27","32/18986",0.03125,21.974537037037,4.4812214295727,0.0445538265685301,0.124571474859712,0.0809947058913691,"RPH3A",1
"GO:0035590","GO:0035590","purinergic nucleotide receptor signaling pathway","1/27","32/18986",0.03125,21.974537037037,4.4812214295727,0.0445538265685301,0.124571474859712,0.0809947058913691,"CNTN2",1
"GO:0036075","GO:0036075","replacement ossification","1/27","32/18986",0.03125,21.974537037037,4.4812214295727,0.0445538265685301,0.124571474859712,0.0809947058913691,"CSGALNACT1",1
"GO:0061036","GO:0061036","positive regulation of cartilage development","1/27","32/18986",0.03125,21.974537037037,4.4812214295727,0.0445538265685301,0.124571474859712,0.0809947058913691,"SOX9",1
"GO:0061037","GO:0061037","negative regulation of cartilage development","1/27","32/18986",0.03125,21.974537037037,4.4812214295727,0.0445538265685301,0.124571474859712,0.0809947058913691,"SOX9",1
"GO:1905820","GO:1905820","positive regulation of chromosome separation","1/27","32/18986",0.03125,21.974537037037,4.4812214295727,0.0445538265685301,0.124571474859712,0.0809947058913691,"AURKB",1
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","2/27","238/18986",0.00840336134453781,5.90911920323685,2.87603424836356,0.0447240704634951,0.124689170661836,0.0810712301268603,"SOX9/MAG",2
"GO:0002063","GO:0002063","chondrocyte development","1/27","33/18986",0.0303030303030303,21.3086419753086,4.40634341548528,0.0459148610036172,0.125140503519663,0.0813646807111129,"SOX9",1
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","1/27","33/18986",0.0303030303030303,21.3086419753086,4.40634341548528,0.0459148610036172,0.125140503519663,0.0813646807111129,"SOX9",1
"GO:0015012","GO:0015012","heparan sulfate proteoglycan biosynthetic process","1/27","33/18986",0.0303030303030303,21.3086419753086,4.40634341548528,0.0459148610036172,0.125140503519663,0.0813646807111129,"CSGALNACT1",1
"GO:0031128","GO:0031128","developmental induction","1/27","33/18986",0.0303030303030303,21.3086419753086,4.40634341548528,0.0459148610036172,0.125140503519663,0.0813646807111129,"SOX9",1
"GO:0060219","GO:0060219","camera-type eye photoreceptor cell differentiation","1/27","33/18986",0.0303030303030303,21.3086419753086,4.40634341548528,0.0459148610036172,0.125140503519663,0.0813646807111129,"SOX9",1
"GO:0060351","GO:0060351","cartilage development involved in endochondral bone morphogenesis","1/27","33/18986",0.0303030303030303,21.3086419753086,4.40634341548528,0.0459148610036172,0.125140503519663,0.0813646807111129,"SOX9",1
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","1/27","33/18986",0.0303030303030303,21.3086419753086,4.40634341548528,0.0459148610036172,0.125140503519663,0.0813646807111129,"EYA1",1
"GO:0099500","GO:0099500","vesicle fusion to plasma membrane","1/27","33/18986",0.0303030303030303,21.3086419753086,4.40634341548528,0.0459148610036172,0.125140503519663,0.0813646807111129,"RPH3A",1
"GO:0065004","GO:0065004","protein-DNA complex assembly","2/27","242/18986",0.00826446280991736,5.81144781144781,2.84270500537475,0.0460839523195062,0.125250518454971,0.0814362109497889,"SOX9/HJURP",2
"GO:0007628","GO:0007628","adult walking behavior","1/27","34/18986",0.0294117647058824,20.681917211329,4.33469759550501,0.0472740283519475,0.126715233020509,0.08238854875894,"CNTN2",1
"GO:0030517","GO:0030517","negative regulation of axon extension","1/27","34/18986",0.0294117647058824,20.681917211329,4.33469759550501,0.0472740283519475,0.126715233020509,0.08238854875894,"MAG",1
"GO:0031338","GO:0031338","regulation of vesicle fusion","1/27","34/18986",0.0294117647058824,20.681917211329,4.33469759550501,0.0472740283519475,0.126715233020509,0.08238854875894,"RPH3A",1
"GO:0046320","GO:0046320","regulation of fatty acid oxidation","1/27","34/18986",0.0294117647058824,20.681917211329,4.33469759550501,0.0472740283519475,0.126715233020509,0.08238854875894,"SOX9",1
"GO:0046475","GO:0046475","glycerophospholipid catabolic process","1/27","34/18986",0.0294117647058824,20.681917211329,4.33469759550501,0.0472740283519475,0.126715233020509,0.08238854875894,"ENPP6",1
