"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006826","GO:0006826","iron ion transport","1/27","58/18986",0.0172413793103448,12.1238825031928,3.20182429468495,0.079340275881741,0.160162009196958,0.104135195031505,"TF",1
"GO:0031638","GO:0031638","zymogen activation","1/27","58/18986",0.0172413793103448,12.1238825031928,3.20182429468495,0.079340275881741,0.160162009196958,0.104135195031505,"MASP1",1
"GO:0039532","GO:0039532","negative regulation of cytoplasmic pattern recognition receptor signaling pathway","1/27","58/18986",0.0172413793103448,12.1238825031928,3.20182429468495,0.079340275881741,0.160162009196958,0.104135195031505,"AURKB",1
"GO:0042220","GO:0042220","response to cocaine","1/27","58/18986",0.0172413793103448,12.1238825031928,3.20182429468495,0.079340275881741,0.160162009196958,0.104135195031505,"ELAVL4",1
"GO:0072132","GO:0072132","mesenchyme morphogenesis","1/27","58/18986",0.0172413793103448,12.1238825031928,3.20182429468495,0.079340275881741,0.160162009196958,0.104135195031505,"SOX9",1
"GO:0072698","GO:0072698","protein localization to microtubule cytoskeleton","1/27","58/18986",0.0172413793103448,12.1238825031928,3.20182429468495,0.079340275881741,0.160162009196958,0.104135195031505,"TTK",1
"GO:0060562","GO:0060562","epithelial tube morphogenesis","2/27","331/18986",0.00604229607250755,4.24885308268994,2.25022482786476,0.0799538959603925,0.161066544036153,0.104723311479124,"SOX9/EYA1",2
"GO:0042733","GO:0042733","embryonic digit morphogenesis","1/27","59/18986",0.0169491525423729,11.9183929692404,3.16973755539473,0.08065355845524,0.162140314828406,0.105421462878641,"FREM2",1
"GO:0048168","GO:0048168","regulation of neuronal synaptic plasticity","1/27","60/18986",0.0166666666666667,11.7197530864198,3.13841563709189,0.081965036973849,0.16409872628715,0.106694795800917,"CNTN2",1
"GO:0070542","GO:0070542","response to fatty acid","1/27","60/18986",0.0166666666666667,11.7197530864198,3.13841563709189,0.081965036973849,0.16409872628715,0.106694795800917,"SOX9",1
"GO:0031102","GO:0031102","neuron projection regeneration","1/27","61/18986",0.0163934426229508,11.5276259866424,3.10782739340261,0.083274713820605,0.165408142186656,0.107546160495678,"MAG",1
"GO:0032147","GO:0032147","activation of protein kinase activity","1/27","61/18986",0.0163934426229508,11.5276259866424,3.10782739340261,0.083274713820605,0.165408142186656,0.107546160495678,"TPX2",1
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","1/27","61/18986",0.0163934426229508,11.5276259866424,3.10782739340261,0.083274713820605,0.165408142186656,0.107546160495678,"AURKB",1
"GO:0030198","GO:0030198","extracellular matrix organization","2/27","339/18986",0.00589970501474926,4.14858516333443,2.20744696314663,0.0832990644105462,0.165408142186656,0.107546160495678,"SOX9/CSGALNACT1",2
"GO:0043062","GO:0043062","extracellular structure organization","2/27","340/18986",0.00588235294117647,4.1363834422658,2.2021923038923,0.0837202922659364,0.165905996689931,0.107869858831231,"SOX9/CSGALNACT1",2
"GO:0045229","GO:0045229","external encapsulating structure organization","2/27","341/18986",0.00586510263929619,4.12425328554361,2.19695772655981,0.0841421962456546,0.166260326077545,0.108100239057288,"SOX9/CSGALNACT1",2
"GO:0003179","GO:0003179","heart valve morphogenesis","1/27","62/18986",0.0161290322580645,11.3416965352449,3.0779434353788,0.0845825913755239,0.166260326077545,0.108100239057288,"SOX9",1
"GO:0022029","GO:0022029","telencephalon cell migration","1/27","62/18986",0.0161290322580645,11.3416965352449,3.0779434353788,0.0845825913755239,0.166260326077545,0.108100239057288,"CNTN2",1
"GO:0051932","GO:0051932","synaptic transmission, GABAergic","1/27","62/18986",0.0161290322580645,11.3416965352449,3.0779434353788,0.0845825913755239,0.166260326077545,0.108100239057288,"CA2",1
"GO:0010038","GO:0010038","response to metal ion","2/27","345/18986",0.00579710144927536,4.076435856146,2.17621739953295,0.0858365214764898,0.168384950396421,0.109481641356898,"CAPN3/TF",2
"GO:0010324","GO:0010324","membrane invagination","1/27","64/18986",0.015625,10.9872685185185,3.02017886419016,0.0871929581148253,0.170358932220331,0.110765097922236,"AURKB",1
"GO:1903670","GO:1903670","regulation of sprouting angiogenesis","1/27","64/18986",0.015625,10.9872685185185,3.02017886419016,0.0871929581148253,0.170358932220331,0.110765097922236,"E2F2",1
"GO:0021885","GO:0021885","forebrain cell migration","1/27","65/18986",0.0153846153846154,10.8182336182336,2.99224718186385,0.0884954520441618,0.171526045495955,0.111523939355297,"CNTN2",1
"GO:0030166","GO:0030166","proteoglycan biosynthetic process","1/27","65/18986",0.0153846153846154,10.8182336182336,2.99224718186385,0.0884954520441618,0.171526045495955,0.111523939355297,"CSGALNACT1",1
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","1/27","65/18986",0.0153846153846154,10.8182336182336,2.99224718186385,0.0884954520441618,0.171526045495955,0.111523939355297,"EYA1",1
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","1/27","65/18986",0.0153846153846154,10.8182336182336,2.99224718186385,0.0884954520441618,0.171526045495955,0.111523939355297,"SOX9",1
"GO:0000271","GO:0000271","polysaccharide biosynthetic process","1/27","66/18986",0.0151515151515152,10.6543209876543,2.96491744537212,0.0897961561715763,0.171653555903622,0.11160684491597,"CSGALNACT1",1
"GO:0001655","GO:0001655","urogenital system development","1/27","66/18986",0.0151515151515152,10.6543209876543,2.96491744537212,0.0897961561715763,0.171653555903622,0.11160684491597,"SOX9",1
"GO:0017156","GO:0017156","calcium-ion regulated exocytosis","1/27","66/18986",0.0151515151515152,10.6543209876543,2.96491744537212,0.0897961561715763,0.171653555903622,0.11160684491597,"RPH3A",1
"GO:0044380","GO:0044380","protein localization to cytoskeleton","1/27","66/18986",0.0151515151515152,10.6543209876543,2.96491744537212,0.0897961561715763,0.171653555903622,0.11160684491597,"TTK",1
"GO:0045453","GO:0045453","bone resorption","1/27","66/18986",0.0151515151515152,10.6543209876543,2.96491744537212,0.0897961561715763,0.171653555903622,0.11160684491597,"TF",1
"GO:0046503","GO:0046503","glycerolipid catabolic process","1/27","66/18986",0.0151515151515152,10.6543209876543,2.96491744537212,0.0897961561715763,0.171653555903622,0.11160684491597,"ENPP6",1
"GO:0070050","GO:0070050","neuron cellular homeostasis","1/27","66/18986",0.0151515151515152,10.6543209876543,2.96491744537212,0.0897961561715763,0.171653555903622,0.11160684491597,"CA2",1
"GO:0006402","GO:0006402","mRNA catabolic process","2/27","356/18986",0.00561797752808989,3.9504785684561,2.12075502861446,0.0905501354778254,0.172107778436415,0.111902174328215,"SAMD4A/ELAVL4",2
"GO:0006956","GO:0006956","complement activation","1/27","67/18986",0.0149253731343284,10.4953012714207,2.93816736816153,0.0910950728620287,0.172107778436415,0.111902174328215,"MASP1",1
"GO:0035904","GO:0035904","aorta development","1/27","67/18986",0.0149253731343284,10.4953012714207,2.93816736816153,0.0910950728620287,0.172107778436415,0.111902174328215,"EYA1",1
"GO:0038034","GO:0038034","signal transduction in absence of ligand","1/27","67/18986",0.0149253731343284,10.4953012714207,2.93816736816153,0.0910950728620287,0.172107778436415,0.111902174328215,"EYA1",1
"GO:0060042","GO:0060042","retina morphogenesis in camera-type eye","1/27","67/18986",0.0149253731343284,10.4953012714207,2.93816736816153,0.0910950728620287,0.172107778436415,0.111902174328215,"SOX9",1
"GO:0070613","GO:0070613","regulation of protein processing","1/27","67/18986",0.0149253731343284,10.4953012714207,2.93816736816153,0.0910950728620287,0.172107778436415,0.111902174328215,"CNTN2",1
"GO:0035019","GO:0035019","somatic stem cell population maintenance","1/27","68/18986",0.0147058823529412,10.3409586056645,2.91197580928599,0.09239220447748,0.173883201076573,0.113056530369471,"SOX9",1
"GO:0045668","GO:0045668","negative regulation of osteoblast differentiation","1/27","68/18986",0.0147058823529412,10.3409586056645,2.91197580928599,0.09239220447748,0.173883201076573,0.113056530369471,"SOX9",1
"GO:0032535","GO:0032535","regulation of cellular component size","2/27","361/18986",0.00554016620498615,3.89576279880989,2.09627335550373,0.0927182970489255,0.174160044456765,0.11323653023045,"MAG/CNTN2",2
"GO:0010632","GO:0010632","regulation of epithelial cell migration","1/27","69/18986",0.0144927536231884,10.191089640365,2.8863226986281,0.0936875533768943,0.174967350164526,0.113761429597966,"SOX9",1
"GO:0048857","GO:0048857","neural nucleus development","1/27","69/18986",0.0144927536231884,10.191089640365,2.8863226986281,0.0936875533768943,0.174967350164526,0.113761429597966,"MAG",1
"GO:0071300","GO:0071300","cellular response to retinoic acid","1/27","69/18986",0.0144927536231884,10.191089640365,2.8863226986281,0.0936875533768943,0.174967350164526,0.113761429597966,"SOX9",1
"GO:0046530","GO:0046530","photoreceptor cell differentiation","1/27","70/18986",0.0142857142857143,10.0455026455026,2.86118896800687,0.0949811219162411,0.176704840582223,0.114891122615801,"SOX9",1
"GO:0048645","GO:0048645","animal organ formation","1/27","70/18986",0.0142857142857143,10.0455026455026,2.86118896800687,0.0949811219162411,0.176704840582223,0.114891122615801,"EYA1",1
"GO:0006024","GO:0006024","glycosaminoglycan biosynthetic process","1/27","71/18986",0.0140845070422535,9.90401669274909,2.83655648763153,0.0962729124485024,0.177748659985565,0.11556980002307,"CSGALNACT1",1
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","1/27","71/18986",0.0140845070422535,9.90401669274909,2.83655648763153,0.0962729124485024,0.177748659985565,0.11556980002307,"AURKB",1
"GO:0048255","GO:0048255","mRNA stabilization","1/27","71/18986",0.0140845070422535,9.90401669274909,2.83655648763153,0.0962729124485024,0.177748659985565,0.11556980002307,"ELAVL4",1
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","1/27","71/18986",0.0140845070422535,9.90401669274909,2.83655648763153,0.0962729124485024,0.177748659985565,0.11556980002307,"RRM2",1
"GO:0042176","GO:0042176","regulation of protein catabolic process","2/27","374/18986",0.0053475935828877,3.760348583878,2.03461704298409,0.0984275980963868,0.180116455671866,0.117109309091569,"SOX9/TF",2
"GO:0002067","GO:0002067","glandular epithelial cell differentiation","1/27","73/18986",0.0136986301369863,9.63267376966007,2.78872710273234,0.0988511688887732,0.180116455671866,0.117109309091569,"SOX9",1
"GO:0006879","GO:0006879","intracellular iron ion homeostasis","1/27","73/18986",0.0136986301369863,9.63267376966007,2.78872710273234,0.0988511688887732,0.180116455671866,0.117109309091569,"TF",1
"GO:0051101","GO:0051101","regulation of DNA binding","1/27","73/18986",0.0136986301369863,9.63267376966007,2.78872710273234,0.0988511688887732,0.180116455671866,0.117109309091569,"HJURP",1
"GO:0061035","GO:0061035","regulation of cartilage development","1/27","73/18986",0.0136986301369863,9.63267376966007,2.78872710273234,0.0988511688887732,0.180116455671866,0.117109309091569,"SOX9",1
"GO:1902750","GO:1902750","negative regulation of cell cycle G2/M phase transition","1/27","73/18986",0.0136986301369863,9.63267376966007,2.78872710273234,0.0988511688887732,0.180116455671866,0.117109309091569,"AURKB",1
"GO:1903317","GO:1903317","regulation of protein maturation","1/27","73/18986",0.0136986301369863,9.63267376966007,2.78872710273234,0.0988511688887732,0.180116455671866,0.117109309091569,"CNTN2",1
"GO:0014015","GO:0014015","positive regulation of gliogenesis","1/27","74/18986",0.0135135135135135,9.5025025025025,2.76549812417674,0.100137639487832,0.181103946508663,0.117751362418679,"MAG",1
"GO:0030858","GO:0030858","positive regulation of epithelial cell differentiation","1/27","74/18986",0.0135135135135135,9.5025025025025,2.76549812417674,0.100137639487832,0.181103946508663,0.117751362418679,"SOX9",1
"GO:1901880","GO:1901880","negative regulation of protein depolymerization","1/27","74/18986",0.0135135135135135,9.5025025025025,2.76549812417674,0.100137639487832,0.181103946508663,0.117751362418679,"TPX2",1
"GO:1903053","GO:1903053","regulation of extracellular matrix organization","1/27","74/18986",0.0135135135135135,9.5025025025025,2.76549812417674,0.100137639487832,0.181103946508663,0.117751362418679,"SOX9",1
"GO:0003170","GO:0003170","heart valve development","1/27","75/18986",0.0133333333333333,9.3758024691358,2.74270615105824,0.101422341461914,0.182410237047027,0.118600695045452,"SOX9",1
"GO:0006023","GO:0006023","aminoglycan biosynthetic process","1/27","75/18986",0.0133333333333333,9.3758024691358,2.74270615105824,0.101422341461914,0.182410237047027,0.118600695045452,"CSGALNACT1",1
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","1/27","75/18986",0.0133333333333333,9.3758024691358,2.74270615105824,0.101422341461914,0.182410237047027,0.118600695045452,"AURKB",1
"GO:0001707","GO:0001707","mesoderm formation","1/27","76/18986",0.0131578947368421,9.25243664717349,2.72033694823321,0.102705277149108,0.183698960783239,0.11943860597255,"EYA1",1
"GO:1902893","GO:1902893","regulation of miRNA transcription","1/27","76/18986",0.0131578947368421,9.25243664717349,2.72033694823321,0.102705277149108,0.183698960783239,0.11943860597255,"SOX9",1
"GO:2000242","GO:2000242","negative regulation of reproductive process","1/27","76/18986",0.0131578947368421,9.25243664717349,2.72033694823321,0.102705277149108,0.183698960783239,0.11943860597255,"TTK",1
"GO:0030239","GO:0030239","myofibril assembly","1/27","77/18986",0.012987012987013,9.13227513227513,2.69837692603702,0.103986448884537,0.185309184550649,0.120485551917499,"CAPN3",1
"GO:0061614","GO:0061614","miRNA transcription","1/27","77/18986",0.012987012987013,9.13227513227513,2.69837692603702,0.103986448884537,0.185309184550649,0.120485551917499,"SOX9",1
"GO:0031647","GO:0031647","regulation of protein stability","2/27","387/18986",0.00516795865633075,3.63403196478132,1.97565539967642,0.104236747493832,0.185415640423215,0.120554768101209,"CAPN3/TF",2
"GO:0019226","GO:0019226","transmission of nerve impulse","1/27","78/18986",0.0128205128205128,9.01519468186135,2.67681310304284,0.105265859000361,0.186224874195184,0.121080921070272,"MAG",1
"GO:0048332","GO:0048332","mesoderm morphogenesis","1/27","78/18986",0.0128205128205128,9.01519468186135,2.67681310304284,0.105265859000361,0.186224874195184,0.121080921070272,"EYA1",1
"GO:0071277","GO:0071277","cellular response to calcium ion","1/27","78/18986",0.0128205128205128,9.01519468186135,2.67681310304284,0.105265859000361,0.186224874195184,0.121080921070272,"CAPN3",1
"GO:0019731","GO:0019731","antibacterial humoral response","1/27","79/18986",0.0126582278481013,8.90107829348336,2.65563307141631,0.106543509825778,0.187462631212445,0.121885694118764,"TF",1
"GO:0031016","GO:0031016","pancreas development","1/27","79/18986",0.0126582278481013,8.90107829348336,2.65563307141631,0.106543509825778,0.187462631212445,0.121885694118764,"SOX9",1
"GO:0051145","GO:0051145","smooth muscle cell differentiation","1/27","79/18986",0.0126582278481013,8.90107829348336,2.65563307141631,0.106543509825778,0.187462631212445,0.121885694118764,"SOX9",1
"GO:0014032","GO:0014032","neural crest cell development","1/27","80/18986",0.0125,8.78981481481482,2.63482496465466,0.107819403687031,0.187671341301398,0.122021394625564,"SOX9",1
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","1/27","80/18986",0.0125,8.78981481481482,2.63482496465466,0.107819403687031,0.187671341301398,0.122021394625564,"TF",1
"GO:0043489","GO:0043489","RNA stabilization","1/27","80/18986",0.0125,8.78981481481482,2.63482496465466,0.107819403687031,0.187671341301398,0.122021394625564,"ELAVL4",1
"GO:0140962","GO:0140962","multicellular organismal-level chemical homeostasis","1/27","80/18986",0.0125,8.78981481481482,2.63482496465466,0.107819403687031,0.187671341301398,0.122021394625564,"TF",1
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","1/27","80/18986",0.0125,8.78981481481482,2.63482496465466,0.107819403687031,0.187671341301398,0.122021394625564,"ELAVL4",1
"GO:1904019","GO:1904019","epithelial cell apoptotic process","1/27","80/18986",0.0125,8.78981481481482,2.63482496465466,0.107819403687031,0.187671341301398,0.122021394625564,"E2F2",1
"GO:0045921","GO:0045921","positive regulation of exocytosis","1/27","81/18986",0.0123456790123457,8.68129858253315,2.61437742751869,0.109093542907408,0.189212151958838,0.123023209095323,"RPH3A",1
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","1/27","81/18986",0.0123456790123457,8.68129858253315,2.61437742751869,0.109093542907408,0.189212151958838,0.123023209095323,"SOX9",1
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","2/27","400/18986",0.005,3.51592592592593,1.91917399038134,0.110140500936585,0.189393385718614,0.12314104486059,"AURKB/TPX2",2
"GO:0003151","GO:0003151","outflow tract morphogenesis","1/27","82/18986",0.0121951219512195,8.57542908762421,2.59427958798345,0.11036592980725,0.189393385718614,0.12314104486059,"EYA1",1
"GO:0014823","GO:0014823","response to activity","1/27","82/18986",0.0121951219512195,8.57542908762421,2.59427958798345,0.11036592980725,0.189393385718614,0.12314104486059,"CAPN3",1
"GO:0030500","GO:0030500","regulation of bone mineralization","1/27","82/18986",0.0121951219512195,8.57542908762421,2.59427958798345,0.11036592980725,0.189393385718614,0.12314104486059,"SOX9",1
"GO:0030516","GO:0030516","regulation of axon extension","1/27","82/18986",0.0121951219512195,8.57542908762421,2.59427958798345,0.11036592980725,0.189393385718614,0.12314104486059,"MAG",1
"GO:0042246","GO:0042246","tissue regeneration","1/27","82/18986",0.0121951219512195,8.57542908762421,2.59427958798345,0.11036592980725,0.189393385718614,0.12314104486059,"CAPN3",1
"GO:0048844","GO:0048844","artery morphogenesis","1/27","83/18986",0.0120481927710843,8.47211066488175,2.5745210310493,0.111636566703949,0.190900491042079,0.124120944573256,"EYA1",1
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","1/27","83/18986",0.0120481927710843,8.47211066488175,2.5745210310493,0.111636566703949,0.190900491042079,0.124120944573256,"CAPN3",1
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","2/27","406/18986",0.00492610837438424,3.46396642948367,1.89388854794726,0.112895801787426,0.191055667134496,0.124221837991921,"SOX9/EYA1",2
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","2/27","406/18986",0.00492610837438424,3.46396642948367,1.89388854794726,0.112895801787426,0.191055667134496,0.124221837991921,"SAMD4A/ELAVL4",2
"GO:0008344","GO:0008344","adult locomotory behavior","1/27","84/18986",0.0119047619047619,8.37125220458554,2.55509177426918,0.112905455911958,0.191055667134496,0.124221837991921,"CNTN2",1
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","1/27","84/18986",0.0119047619047619,8.37125220458554,2.55509177426918,0.112905455911958,0.191055667134496,0.124221837991921,"TPX2",1
"GO:0070227","GO:0070227","lymphocyte apoptotic process","1/27","84/18986",0.0119047619047619,8.37125220458554,2.55509177426918,0.112905455911958,0.191055667134496,0.124221837991921,"AURKB",1
"GO:2000736","GO:2000736","regulation of stem cell differentiation","1/27","84/18986",0.0119047619047619,8.37125220458554,2.55509177426918,0.112905455911958,0.191055667134496,0.124221837991921,"SOX9",1
"GO:0010959","GO:0010959","regulation of metal ion transport","2/27","408/18986",0.00490196078431373,3.44698620188816,1.88556536501442,0.113818386870711,0.191865180569489,0.12474817279414,"CAPN3/TF",2
"GO:0006970","GO:0006970","response to osmotic stress","1/27","85/18986",0.0117647058823529,8.27276688453159,2.53598224486063,0.11417259974279,0.191865180569489,0.12474817279414,"CAPN3",1
"GO:0097009","GO:0097009","energy homeostasis","1/27","85/18986",0.0117647058823529,8.27276688453159,2.53598224486063,0.11417259974279,0.191865180569489,0.12474817279414,"CNTN2",1
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","1/27","85/18986",0.0117647058823529,8.27276688453159,2.53598224486063,0.11417259974279,0.191865180569489,0.12474817279414,"CAPN3",1
"GO:0001654","GO:0001654","eye development","2/27","411/18986",0.0048661800486618,3.4218257186627,1.87317717049798,0.115206094432727,0.192660676657609,0.125265393705007,"SOX9/FREM2",2
"GO:0048678","GO:0048678","response to axon injury","1/27","86/18986",0.0116279069767442,8.17657192075797,2.51718325828261,0.115438000505022,0.192660676657609,0.125265393705007,"MAG",1
"GO:0048864","GO:0048864","stem cell development","1/27","86/18986",0.0116279069767442,8.17657192075797,2.51718325828261,0.115438000505022,0.192660676657609,0.125265393705007,"SOX9",1
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","1/27","86/18986",0.0116279069767442,8.17657192075797,2.51718325828261,0.115438000505022,0.192660676657609,0.125265393705007,"E2F2",1
"GO:0006401","GO:0006401","RNA catabolic process","2/27","412/18986",0.00485436893203883,3.41352031643294,1.86907322395857,0.115669675968464,0.192716771776224,0.125301866000444,"SAMD4A/ELAVL4",2
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","1/27","87/18986",0.0114942528735632,8.0825883354619,2.49868599816757,0.1167016605043,0.194103787471254,0.126203685043786,"CDC25C",1
"GO:0150063","GO:0150063","visual system development","2/27","415/18986",0.00481927710843374,3.3888442659527,1.8568366985833,0.11706342638672,0.19437323186737,0.126378874184334,"SOX9/FREM2",2
"GO:0030900","GO:0030900","forebrain development","2/27","416/18986",0.00480769230769231,3.38069800569801,1.85278271787582,0.11752900439235,0.194539941234192,0.126487266383674,"ELAVL4/CNTN2",2
"GO:0003407","GO:0003407","neural retina development","1/27","88/18986",0.0113636363636364,7.99074074074074,2.48048199750854,0.117963582043344,0.194539941234192,0.126487266383674,"SOX9",1
"GO:0034103","GO:0034103","regulation of tissue remodeling","1/27","88/18986",0.0113636363636364,7.99074074074074,2.48048199750854,0.117963582043344,0.194539941234192,0.126487266383674,"TF",1
"GO:0071347","GO:0071347","cellular response to interleukin-1","1/27","88/18986",0.0113636363636364,7.99074074074074,2.48048199750854,0.117963582043344,0.194539941234192,0.126487266383674,"SOX9",1
"GO:0045786","GO:0045786","negative regulation of cell cycle","2/27","419/18986",0.00477326968973747,3.35649253071687,1.84069435248389,0.118928691046735,0.195799689320598,0.127306337731032,"AURKB/TTK",2
"GO:0006029","GO:0006029","proteoglycan metabolic process","1/27","89/18986",0.0112359550561798,7.90095713691219,2.46256312100932,0.119223767421946,0.195953928549921,0.127406622013851,"CSGALNACT1",1
"GO:0048880","GO:0048880","sensory system development","2/27","422/18986",0.004739336492891,3.33263120940846,1.82871487328764,0.120332760470139,0.196363817463454,0.127673126300142,"SOX9/FREM2",2
"GO:0008306","GO:0008306","associative learning","1/27","90/18986",0.0111111111111111,7.81316872427984,2.44492154851394,0.120482218936981,0.196363817463454,0.127673126300142,"ELAVL4",1
"GO:0046849","GO:0046849","bone remodeling","1/27","90/18986",0.0111111111111111,7.81316872427984,2.44492154851394,0.120482218936981,0.196363817463454,0.127673126300142,"TF",1
"GO:0051453","GO:0051453","regulation of intracellular pH","1/27","90/18986",0.0111111111111111,7.81316872427984,2.44492154851394,0.120482218936981,0.196363817463454,0.127673126300142,"CA2",1
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","1/27","90/18986",0.0111111111111111,7.81316872427984,2.44492154851394,0.120482218936981,0.196363817463454,0.127673126300142,"CDC25C",1
"GO:0034644","GO:0034644","cellular response to UV","1/27","91/18986",0.010989010989011,7.72730972730973,2.4275497594379,0.121738938882403,0.197749561824003,0.128574118738817,"AURKB",1
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","1/27","91/18986",0.010989010989011,7.72730972730973,2.4275497594379,0.121738938882403,0.197749561824003,0.128574118738817,"CSGALNACT1",1
"GO:0045859","GO:0045859","regulation of protein kinase activity","2/27","427/18986",0.00468384074941452,3.29360742475497,1.80898600488839,0.122682455434595,0.198134260681168,0.128824244787561,"CDC25C/TPX2",2
"GO:0030901","GO:0030901","midbrain development","1/27","92/18986",0.0108695652173913,7.64331723027375,2.41044051813058,0.122993929549255,0.198134260681168,0.128824244787561,"MAG",1
"GO:0140029","GO:0140029","exocytic process","1/27","92/18986",0.0108695652173913,7.64331723027375,2.41044051813058,0.122993929549255,0.198134260681168,0.128824244787561,"RPH3A",1
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","1/27","92/18986",0.0108695652173913,7.64331723027375,2.41044051813058,0.122993929549255,0.198134260681168,0.128824244787561,"ELAVL4",1
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","1/27","92/18986",0.0108695652173913,7.64331723027375,2.41044051813058,0.122993929549255,0.198134260681168,0.128824244787561,"SOX9",1
"GO:0014033","GO:0014033","neural crest cell differentiation","1/27","93/18986",0.010752688172043,7.56113102349661,2.39358686010358,0.124247193225669,0.199163952238182,0.129493736458211,"SOX9",1
"GO:0045824","GO:0045824","negative regulation of innate immune response","1/27","93/18986",0.010752688172043,7.56113102349661,2.39358686010358,0.124247193225669,0.199163952238182,0.129493736458211,"AURKB",1
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","1/27","93/18986",0.010752688172043,7.56113102349661,2.39358686010358,0.124247193225669,0.199163952238182,0.129493736458211,"AURKB",1
"GO:0042692","GO:0042692","muscle cell differentiation","2/27","432/18986",0.00462962962962963,3.25548696844993,1.78954609345806,0.125043889849233,0.199230974970677,0.129537313741956,"SOX9/CAPN3",2
"GO:0000281","GO:0000281","mitotic cytokinesis","1/27","94/18986",0.0106382978723404,7.48069345941686,2.37698207906493,0.125498732196871,0.199230974970677,0.129537313741956,"AURKB",1
"GO:0021954","GO:0021954","central nervous system neuron development","1/27","94/18986",0.0106382978723404,7.48069345941686,2.37698207906493,0.125498732196871,0.199230974970677,0.129537313741956,"CNTN2",1
"GO:0030641","GO:0030641","regulation of cellular pH","1/27","94/18986",0.0106382978723404,7.48069345941686,2.37698207906493,0.125498732196871,0.199230974970677,0.129537313741956,"CA2",1
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","1/27","94/18986",0.0106382978723404,7.48069345941686,2.37698207906493,0.125498732196871,0.199230974970677,0.129537313741956,"CAPN3",1
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","2/27","433/18986",0.0046189376443418,3.24796852279531,1.78569207475799,0.125517561826336,0.199230974970677,0.129537313741956,"SOX9/HJURP",2
"GO:0032465","GO:0032465","regulation of cytokinesis","1/27","95/18986",0.0105263157894737,7.40194931773879,2.36061971470422,0.126748548745182,0.200530630778962,0.130382332556019,"AURKB",1
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","1/27","95/18986",0.0105263157894737,7.40194931773879,2.36061971470422,0.126748548745182,0.200530630778962,0.130382332556019,"EYA1",1
"GO:0001942","GO:0001942","hair follicle development","1/27","96/18986",0.0104166666666667,7.32484567901234,2.3444935411776,0.127996645150024,0.201848842351658,0.131239416079782,"SOX9",1
"GO:0072091","GO:0072091","regulation of stem cell proliferation","1/27","96/18986",0.0104166666666667,7.32484567901234,2.3444935411776,0.127996645150024,0.201848842351658,0.131239416079782,"SOX9",1
"GO:0010631","GO:0010631","epithelial cell migration","1/27","97/18986",0.0103092783505155,7.24933180603284,2.32859755624566,0.129243023687925,0.202953992033565,0.131957969613428,"SOX9",1
"GO:0045132","GO:0045132","meiotic chromosome segregation","1/27","97/18986",0.0103092783505155,7.24933180603284,2.32859755624566,0.129243023687925,0.202953992033565,0.131957969613428,"TTK",1
"GO:0141188","GO:0141188","nucleic acid catabolic process","2/27","441/18986",0.00453514739229025,3.18904845888973,1.75525702984559,0.129323201501346,0.202953992033565,0.131957969613428,"SAMD4A/ELAVL4",2
"GO:0009314","GO:0009314","response to radiation","2/27","442/18986",0.00452488687782805,3.18183341712754,1.75150138088856,0.129800907807811,0.203375657483092,0.132232130845825,"EYA1/AURKB",2
"GO:1901874","GO:1901874","negative regulation of post-translational protein modification","1/27","98/18986",0.0102040816326531,7.17535903250189,2.31292597102104,0.130487686632519,0.204123021050547,0.132718056635884,"CAPN3",1
"GO:0022404","GO:0022404","molting cycle process","1/27","99/18986",0.0101010101010101,7.10288065843621,2.29747320028554,0.131730636254549,0.204424097409372,0.132913812455274,"SOX9",1
"GO:0022405","GO:0022405","hair cycle process","1/27","99/18986",0.0101010101010101,7.10288065843621,2.29747320028554,0.131730636254549,0.204424097409372,0.132913812455274,"SOX9",1
